externalinvoicenumber,status,dateofpurchase,dateofdelivery,itemnumber,quantity,delivered
"PO211103-21/006BC","DELIVERED","03/11/2021 13:00:00","24/11/2021 14:43:18","S925-BC-0396-PEN-3H","170","170"
"PO220217-22/002BC","DELIVERED","17/02/2022 17:00:39","29/03/2022 12:29:14","S925-BC-0396-PEN-3H","110","110"
"PO210729-21/004BC","DELIVERED","29/07/2021 15:00:00","18/08/2021 11:12:40","S925-BC-0396-PEN-3H","110","110"
"PO210716-21/003BC","DELIVERED","16/07/2021 15:00:00","12/08/2021 15:33:50","S925-BC-0396-PEN-3H","217","217"
"PO220119-22/001BC","DELIVERED","19/01/2022 17:00:00","08/03/2022 14:14:18","S925-BC-0396-PEN-3H","628","628"
"PO211210-21/007BC","DELIVERED","10/12/2021 15:00:00","23/12/2021 12:32:56","S925-BC-0396-PEN-3H","289","289"
"PO211015-21/005BC","DELIVERED","15/10/2021 12:00:00","11/11/2021 13:49:17","S925-BC-0396-PEN-3H","111","111"
"PO210930-21/004MAR","DELIVERED","30/09/2021 11:00:00","23/12/2021 14:41:23","S925-WHI-BRA-BAN-HAM-002-600","52","52"
"PO220317-22/003MAR","PARTIAL","18/03/2022 09:46:03","18/03/2022 09:46:03","S925-WHI-BRA-BAN-HAM-002-600","22","0"
"PO210716-21/012PAV","DELIVERED","16/07/2021 10:00:00","01/10/2021 14:51:07","S925-WHI-EAR-STUD-PERL-001-9to10","100","100"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-EAR-STUD-PERL-001-9to10","100","100"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-EAR-STUD-PERL-001-9to10","100","100"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-EAR-STUD-PERL-001-9to10","100","100"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-EAR-STUD-PERL-001-9to10","150","150"
"PO220412-22/007PAV","OPEN","12/04/2022 10:16:30","12/04/2022 10:16:30","S925-WHI-EAR-STUD-PERL-001-9to10","50","0"
"PO220331-22/006PAV","OPEN","31/03/2022 11:02:19","31/03/2022 11:02:19","S925-WHI-EAR-STUD-PERL-001-9to10","50","0"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-WHI-EAR-STUD-PERL-001-9to10","50","50"
"PO220223-22/001ADD","OPEN","22/02/2022 17:00:00","23/02/2022 17:00:00","G9K-YEL-EAR-HOOP-PERL-001-015-5to6","50","0"
"PO-29/01/2021","DELIVERED","04/02/2021 15:27:38","04/02/2021 15:45:40","S925-BLA-NEC-CHA-006-010-450","208","208"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","S925-BLA-NEC-CHA-006-010-450","105","105"
"PO210729-21/003MAR","DELIVERED","29/07/2021 15:00:00","28/09/2021 08:32:03","S925-WHI-EAR-HOOP-009-020","99","99"
"PO220511-22/004MAR","OPEN","12/05/2022 13:26:19","12/05/2022 13:26:19","S925-WHI-EAR-HOOP-009-020","50","0"
"PO211015-21/005MAR","DELIVERED","15/10/2021 11:00:00","09/12/2021 11:15:09","S925-WHI-EAR-HOOP-009-020","51","51"
"PO211210-21/007MAR","DELIVERED","10/12/2021 16:00:00","07/02/2022 16:30:36","S925-WHI-EAR-HOOP-009-020","150","150"
"PO211111-21/006MAR","DELIVERED","11/11/2021 12:00:00","09/12/2021 11:17:04","S925-WHI-EAR-HOOP-009-020","49","49"
"PO220119-22/001MAR","DELIVERED","19/01/2022 17:00:00","25/02/2022 12:00:29","S925-WHI-EAR-HOOP-009-020","150","150"
"PO220203-22/002MAR","DELIVERED","03/02/2022 13:00:00","21/03/2022 12:25:02","S925-WHI-EAR-HOOP-009-020","55","55"
"PO210930-21/004MAR","DELIVERED","30/09/2021 11:00:00","23/12/2021 14:41:23","S925-WHI-EAR-HOOP-PEN-005-010","203","203"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-WHI-EAR-STUD-046","150","150"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-SWA-006-001","216","216"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-001-040-220-250","1000","994"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","BIA-S925-CHAIN-001-040-700","300","300"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-001-040-700","501","501"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-001-040-700","501","501"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-024-055-410","103","103"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-N","20","20"
"PO211111-21/016GS","DELIVERED","11/11/2021 15:00:00","14/02/2022 15:57:47","GS-S925-CHAIN-SLI-003-019","55","55"
"PO210729-21/012GS-Part 1","DELIVERED","29/07/2021 11:00:00","20/09/2021 11:17:15","GS-S925-CHAIN-SLI-003-019","56","56"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","GS-S925-CHAIN-SLI-003-019","111","111"
"PO220317-22/003MAR","PARTIAL","18/03/2022 09:46:03","18/03/2022 09:46:03","S925-YEL-BRA-BAN-HAM-001-600","51","51"
"PO210930-21/004MAR","DELIVERED","30/09/2021 11:00:00","23/12/2021 14:41:23","S925-YEL-BRA-BAN-HAM-001-600","51","51"
"PO220203-22/002CHR","DELIVERED","03/02/2022 13:00:00","02/05/2022 08:21:21","S925-WHI-NEC-CHA-024-079-500","102","102"
"PO211111-21/011CHR","DELIVERED","11/11/2021 09:00:00","28/04/2022 15:35:26","S925-WHI-NEC-CHA-024-079-500","52","52"
"PO211015-21/010CHR","PARTIAL","15/10/2021 11:00:00","15/10/2021 11:00:00","S925-WHI-NEC-CHA-024-079-500","53","53"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-024-079-500","102","102"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-K","15","15"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-040","200","200"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-010-080-200","707","707"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-010-080-200","201","201"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-010-080-200","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-010-080-200","100","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-HOOP-003","800","800"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-HOOP-003","1000","124"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-HOOP-003","100","100"
"PO210412-21/004GS","DELIVERED","12/04/2021 13:00:00","07/06/2021 10:18:03","TIE-S925-BRA-021","105","105"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-PEN-CROS-008","100","100"
"PO210510-21/007PAV","DELIVERED","10/05/2021 12:00:00","09/07/2021 15:52:27","S925-WHI-PEN-CROS-008","100","100"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-PEN-CROS-008","100","100"
"PO210716-21/012PAV","DELIVERED","16/07/2021 10:00:00","01/10/2021 14:51:07","S925-WHI-PEN-CROS-008","100","100"
"PO210429-21/005PAV- BLUE SWA","DELIVERED","29/04/2021 11:00:00","14/07/2021 08:47:19","S925-WHI-EAR-STUD-SWA-006-001-BBL","286","286"
"PO220303-22/004PAV","DELIVERED","04/03/2022 11:29:11","05/05/2022 10:53:27","S925-WHI-EAR-STUD-SWA-006-001-BBL","144","144"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-STUD-041","200","200"
"PO211015-21/016PAV","DELIVERED","15/10/2021 11:00:00","30/12/2021 11:31:23","S925-WHI-PEN-LOC-008","50","50"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-L","15","15"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-EAR-DROP-012","50","50"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-EAR-DROP-012","50","50"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-EAR-DROP-012","100","100"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-001-028-500","101","101"
"PO210716-21/012PAV","DELIVERED","16/07/2021 10:00:00","01/10/2021 14:51:07","S925-WHI-EAR-STUD-020","50","50"
"PO210517-21/008PAV","DELIVERED","17/05/2021 12:00:00","12/07/2021 14:28:06","S925-WHI-EAR-STUD-020","50","50"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","BIA-S925-CHAIN-029-500-190","612","612"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-029-500-190","1868","1859"
"PO220217-22/003CHR","PARTIAL","17/02/2022 17:07:51","17/02/2022 17:07:51","BIA-S925-CHAIN-029-500-190","207","207"
"PO210716-21/007CHR-Part 2","DELIVERED","16/07/2021 14:00:00","16/09/2021 13:05:59","BIA-S925-CHAIN-029-500-190","805","805"
"PO210729-21/008CHR Part 1","DELIVERED","21/07/2021 09:00:00","16/09/2021 13:24:58","BIA-S925-CHAIN-029-500-190","282","282"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","BIA-S925-CHAIN-029-500-190","55","55"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-L","40","40"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-056-100-500","533","533"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-028-045-450","100","100"
"PO210609-21/010PAV","DELIVERED","09/06/2021 11:00:00","04/08/2021 14:40:01","S925-WHI-EAR-CUFF-004","100","100"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","S925-WHI-EAR-CUFF-004","200","200"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-PEN-KEY-001","50","50"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-PEN-KEY-001","50","50"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-DROP-019","216","216"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-EAR-DROP-019","144","144"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-SWA-007-001","360","360"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-YEL-NEC-CHA-029-036-600","50","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-029-036-600","49","49"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-Z","5","5"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-008-030-450","149","149"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-GP-CHAIN-008-030-450","150","0"
"PO220317-22/006BIA","OPEN","18/03/2022 09:38:57","18/03/2022 09:38:57","BIA-GP-CHAIN-008-030-450","100","0"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-EAR-DROP-SWA-001-515","288","288"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","BIA-S925-CHAIN-045-140-220-250","250","250"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-045-140-220-250","1000","602"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-WHI-NEC-PEN-016","150","150"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-029-044-600","96","96"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-J","5","5"
"PO210527-21/009PAV-Part 2 Zodiac","DELIVERED","27/05/2021 09:00:00","13/10/2021 12:25:27","S925-WHI-EAR-STUD-ZOD-001-AQU","200","200"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-041-220-220-250","602","602"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-041-220-450","102","102"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-041-220-450","51","51"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-001-040-450","200","200"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-001-040-450","700","700"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-001-040-450","802","802"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-036","200","200"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-008-030-500","102","102"
"PO220425-22/009BIA","OPEN","26/04/2022 09:43:45","26/04/2022 09:43:45","BIA-GP-CHAIN-008-030-500","100","0"
"PO210930-21/004MAR","DELIVERED","30/09/2021 11:00:00","23/12/2021 14:41:23","S925-WHI-EAR-HOOP-PEN-001-010","201","201"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-PEN-SEA-001","50","50"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-ROSE-CHAIN-024-140-450","101","101"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-ROSE-CHAIN-024-140-450","99","99"
"PO210622-21/006CHR-Part 1","DELIVERED","22/06/2021 10:00:00","30/07/2021 15:00:12","S925-BLA-NEC-CHA-001-013-700","104","104"
"PO210510-21/001GL","DELIVERED","10/05/2021 15:00:00","11/06/2021 13:28:56","G9K-YEL-NEC-CHA-001-011-500","47","47"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-006-035-450","500","500"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-006-035-450","502","502"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-006-035-450","1104","1104"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-006-035-450","100","0"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-CHAIN-006-035-450","800","0"
"PO210527-21/009PAV-Part 1","DELIVERED","27/05/2021 09:00:00","20/07/2021 09:50:24","S925-WHI-RIN-HAM-001-K","100","100"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","S925-WHI-PEN-LET-001-I","53","53"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-YEL-BRA-CHA-050-200","100","100"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-STUD-028","200","200"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-PEN-BALL-001","50","50"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-RIN-CEL-006-N","50","50"
"PO210622-21/011PAV","DELIVERED","22/06/2021 10:00:00","04/08/2021 14:50:12","S925-WHI-RIN-CEL-006-N","50","50"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-RIN-CEL-006-N","50","50"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-EAR-CUFF-001","200","200"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-WHI-NEC-PEN-010","100","100"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-YEL-BRA-CHA-055-200","150","150"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-027-055-410","97","97"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","S925-WHI-PEN-LET-001-U","53","53"
"PO220331-22/007BIA","OPEN","31/03/2022 10:59:27","31/03/2022 10:59:27","BIA-S925-CHAIN-015-120-700","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-015-120-700","352","352"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-CHAIN-015-120-700","50","0"
"PO220412-22/008BIA","OPEN","13/04/2022 13:21:41","13/04/2022 13:21:41","BIA-S925-CHAIN-015-120-700","100","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-029-044-600","98","98"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-WHI-NEC-CHA-029-044-600","50","0"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-WHI-COM-EAR-008","150","150"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-031-230-190","52","52"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-STUD-032","200","200"
"PO210930-21/004MAR","DELIVERED","30/09/2021 11:00:00","23/12/2021 14:41:23","S925-WHI-EAR-HOOP-PEN-013-012","199","199"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-RIN-GEM-001-M","100","100"
"PO220317-22/005PAV","OPEN","18/03/2022 09:47:24","18/03/2022 09:47:24","S925-WHI-RIN-GEM-001-M","50","0"
"PO210609-21/010PAV","DELIVERED","09/06/2021 11:00:00","04/08/2021 14:40:01","S925-WHI-RIN-GEM-001-M","100","100"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-RIN-GEM-001-M","50","50"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-RIN-GEM-001-M","50","50"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-024-140-600","50","50"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-024-140-600","50","0"
"PO210622-21/010GS Part 4","DELIVERED","21/06/2021 10:00:00","04/10/2021 14:41:18","GS-S925-BRA-028-190","51","51"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-S925-BRA-028-190","100","100"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-RIN-GEM-001-L","100","100"
"PO220317-22/005PAV","OPEN","18/03/2022 09:47:24","18/03/2022 09:47:24","S925-WHI-RIN-GEM-001-L","50","0"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-RIN-GEM-001-L","50","50"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-RIN-GEM-001-L","100","100"
"PO210927-21/001SAR","DELIVERED","27/09/2021 10:00:00","04/02/2022 09:53:17","S925-WHI-BRA-SLI-006-WHI","50","50"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-029-044-450","98","98"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-001-028-450","104","104"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-ROSE-CHAIN-001-035-700","150","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-ROSE-CHAIN-001-035-700","300","297"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-ROSE-CHAIN-001-035-700","200","200"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-ROSE-CHAIN-001-035-700","151","151"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-W","10","10"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-U","20","20"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-NEC-PEN-CZ-001-206","150","150"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-WHI-NEC-CHA-028-030-410","50","0"
"PO220412-22/006CHR","OPEN","12/04/2022 10:14:56","12/04/2022 10:14:56","S925-WHI-NEC-CHA-028-030-410","100","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-028-030-410","102","102"
"PO210423-21/001MS","DELIVERED","23/04/2021 09:00:00","18/06/2021 09:45:21","MS-S925-TOE-004","524","524"
"PO210510-21/006GS","DELIVERED","10/05/2021 08:00:00","29/06/2021 15:34:24","S925-WHI-PEN-LET-001-O","49","49"
"PO220511-22/004GS","OPEN","12/05/2022 13:09:16","12/05/2022 13:09:16","S925-WHI-PEN-LET-001-O","50","0"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-NEC-PEN-CZ-001-234","150","150"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-041-220-600","101","101"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-041-220-600","50","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-041-220-600","52","52"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-045-140-180","301","301"
"PO220317-22/006BIA","OPEN","18/03/2022 09:38:57","18/03/2022 09:38:57","BIA-S925-CHAIN-045-140-180","50","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-045-140-180","53","53"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-CHAIN-045-140-180","200","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-045-140-180","200","103"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-X","5","5"
"PO210928-21/001ADD","DELIVERED","28/09/2021 11:00:00","23/12/2021 14:16:42","G9K-YEL-PEN-GEM-CZ-001","50","50"
"PO210527-21/009PAV-Part 2 Zodiac","DELIVERED","27/05/2021 09:00:00","13/10/2021 12:25:27","S925-WHI-EAR-STUD-ZOD-001-GEM","200","200"
"PO220317-22/005PAV","OPEN","18/03/2022 09:47:24","18/03/2022 09:47:24","S925-WHI-EAR-STUD-ZOD-001-GEM","50","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-008-030-700","52","52"
"PO210412-21/004GS","DELIVERED","12/04/2021 13:00:00","07/06/2021 10:18:03","TIE-S925-BRA-022","111","111"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","TIE-S925-BRA-022","53","53"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-PEN-COIN-HAM-002","200","200"
"PO210930-21/004MAR","DELIVERED","30/09/2021 11:00:00","23/12/2021 14:41:23","S925-WHI-EAR-HOOP-PEN-010-012","205","205"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-X","10","10"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-033","200","200"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","S925-WHI-RIN-GEM-001-K","100","100"
"PO220317-22/005PAV","OPEN","18/03/2022 09:47:24","18/03/2022 09:47:24","S925-WHI-RIN-GEM-001-K","50","0"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-WHI-RIN-GEM-001-K","50","50"
